Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
154309.0,-0.0829834650336291,-3.93591892431521,-2.6167089860612,0.163310074791927,-1.40095182767067,-0.809419404822953,1.50157983974791,-0.47099958719182,1.51974319879361,-1.13445381068391,0.71387764641859,0.979674835308759,-1.33903126624009,0.984993219111346,-0.382470968292812,-0.934615796103053,-0.0524194348357059,0.51116178431397,0.731998749113651,1.87861160253024,0.70267203994139,-0.182304775613767,-0.921016986180311,0.111635488151138,-0.0716222119619373,-1.12588109590433,-0.170947427341269,0.126221382847378,1096.99,1
80662.0,1.20451354261204,0.265538359314295,-0.0389096166766909,0.943107516148456,0.0141053069707939,-0.565495406873562,0.245716629912662,-0.0833437244886754,-0.26847412572557,0.204088361708581,0.902336180828231,0.418464076081947,-0.746887447916152,0.791241312975543,0.178425856127542,0.246662968124535,-0.690417857926922,0.386712105476029,0.132606939249768,-0.138197177725922,0.0021985012367533,-0.0545568498854064,-0.153654620301574,-0.0115656978984252,0.713590592760438,-0.354548462069944,-0.0084446300533104,0.0046429720634308,20.64,0
73517.0,-2.9380105559561,-1.50985158518146,-0.318039197863209,-1.46327232657394,1.99321021212319,3.174356513289,-1.48906123149396,1.9625320866006,0.313050957714864,-1.50486311730509,-1.10977116302684,0.505064200609678,-0.024493719546409,0.149266247392106,-0.761032099312922,0.730624832642866,-0.294653694833262,0.0010803226178816,0.133534243140001,0.208275470030722,0.0017052885557022,-0.82886702298764,-0.387515060030048,1.10595033284932,-0.0427615508341004,0.755415531819306,-0.301470154091596,-0.345466958779358,60.17,0
169577.0,0.884086351490303,-3.22067897529774,-2.82470610348615,-2.27752778472886,-1.15923862921905,-1.27157024258637,0.84802069492551,-0.609030993600806,0.48095882336374,-0.522136257797704,0.706914489733801,1.10528224882841,0.146754153995378,0.858460706101782,0.397748989179485,-2.50778871055633,-0.10769247585218,1.92103945408709,0.513773680872723,0.812214394049383,0.214842978389565,-0.261136244273877,-0.621691176309022,-0.302286293224877,0.111630049207151,-0.773857317537642,-0.101843642862949,0.0511867145053649,711.56,0
124769.0,-0.736995737014487,0.721144777829815,1.91988403969465,0.696341297229228,0.793981697842664,1.27138299752262,0.912867111363462,-0.0471697434984605,0.207781477816702,0.189867603207029,0.129378101388058,0.343815083688381,-0.637391378663108,-0.557373986531281,-1.27035303016657,-0.758150236792975,-0.213468019824586,-0.0234092774865461,1.73994143007784,0.274448400980344,-0.645919532545246,-1.26870730563161,-0.265094833951645,0.145417390192391,0.352879111655076,-0.87009862203235,-0.0741216433444819,-0.333985688564411,50.97,0
59360.0,-0.295297189044639,1.26600551307144,0.238562599846374,0.557506963068707,-0.501765137104505,-1.06256466392226,0.15753062075575,0.322180264713059,-0.175198470593391,-0.214797366514639,-0.543730748666663,-0.367193731482443,-0.679090684992033,0.110893511306658,1.15085693974387,0.296753166790241,0.373646656996292,0.0984733081034491,0.44239619005453,-0.0623529680771209,-0.10789951461588,-0.377213375133127,0.361452477286107,0.307646226171449,-1.36704606263682,-0.0317279277567254,0.159669643942509,0.181849864096743,11.99,0
111019.0,1.99874904323475,-0.461614173898508,-0.592647422257233,0.488367232817916,-0.257919295762602,0.233995616314223,-0.808795439839157,0.0417689037420232,2.93910623666662,-0.519393892199355,-0.85710909818867,-2.80825848916264,0.959365763109305,1.36513006035634,-0.0626368702433907,0.309581674958954,0.011048729147863,0.910165136167127,-0.191523154214873,-0.231387895428073,0.0484292851605088,0.529888595642542,0.0376140212576208,0.0322121658737139,0.0024277741687938,-0.184840860408238,-0.0008640049788629,-0.0423259521174984,29.95,0
118680.0,-0.873837564879388,0.474974416022989,-1.41577471117061,-0.484232341958783,1.01639459362655,-0.760008005827861,1.88925991254617,0.0444779464053219,-1.53095878283544,-0.754337734672839,0.713738483541543,0.803727075669585,0.159203973569538,1.16274541233422,-1.33567481917265,-0.466113168080686,-0.274992628325749,-0.0656489775664556,-0.0433860710277395,0.271137152997386,0.537073477331629,1.01236333305312,-0.0610864803957085,0.792702720925345,1.0236669344925,0.67020236709368,-0.314629819763473,-0.170169288748657,193.93,0
144111.0,0.307295105252693,-1.5311842370426,-2.88759876414869,4.57136900556091,1.04843669347212,1.75230622969561,0.935735304762775,0.300157871754095,-1.02331662235837,-0.199563774362893,1.16086103571541,-0.123574450943596,-0.507213714146577,-2.67555672241981,-0.971538464240441,1.0757309768712,2.3018071477217,0.396902435830658,-2.59029615988921,1.22914156483883,0.447241668184315,-0.149005009990281,-0.633220570969907,-1.87401435840632,-0.312654216567126,0.131625632639889,-0.0877365246323834,0.121247963560036,758.58,0
41764.0,-0.690948235832075,0.413475532834537,2.23182083772199,-1.53188642459844,-0.909665017401435,-0.412700609487005,-0.0626617736682308,-0.0643028449549666,1.75349358441859,-0.726031119087147,0.154297002403565,0.12062590012474,-0.482675422247011,-0.417377451193173,2.37487763321459,-0.53241007921357,-0.205809776655577,0.35347169435481,-0.238277445871034,0.0493652495234565,0.333371057808882,1.23941609784229,-0.20290742346276,0.416691516182587,-0.0802566150756948,-0.630407001148809,-0.187626175765538,-0.108973021225768,9.99,0
58466.0,-0.766283478741096,1.25584452870181,0.772388969213639,-0.133596003407177,0.103854737029643,-0.0273281120821118,0.230803304360833,0.641884918689913,-0.848658886761597,-0.629518688962213,1.31143016896505,0.881500010602104,0.39466496232523,0.0415957052967143,0.40262451472336,0.49480429390496,0.069332032013283,0.0267082045161673,-0.0462198441228125,0.0421674735542332,-0.152296911947158,-0.513582889283302,0.0473054789169162,-0.354990537007099,-0.180900307115979,0.105606978589598,0.129337707576654,0.0200138955845825,17.99,0
